row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
3098,CA-2020-135692,2020-04-27,2020-05-01,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",171.12,4,11.592,1.0,Online
4639,CA-2020-168228,2020-04-27,2020-04-29,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,148.3,2,12.298,0.0,COD
8365,CA-2020-137631,2020-04-28,2020-05-02,Standard Class,JL-15235,Janet Lee,Consumer,United States,Kissimmee,Florida,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,773.984,2,84.5982,0.0,Online
5455,CA-2020-160962,2020-04-28,2020-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,117.384,1,0.7336,0.0,COD
5456,CA-2020-160962,2020-04-28,2020-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,133.848,2,0.7704,0.0,Online
8087,CA-2020-120894,2020-04-28,2020-05-02,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Wilmington,North Carolina,South,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,116.08,3,5.265,0.0,Online
1728,US-2020-164056,2020-04-29,2020-05-04,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1088.35,5,-69.89,0.0,Online
7157,CA-2020-126718,2020-04-29,2020-05-04,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,106.91,1,2.4059,0.0,COD
1491,CA-2020-151911,2020-04-30,2020-05-05,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,New York City,New York,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",109.96,4,28.332,0.0,Online
5289,US-2020-136784,2020-04-30,2020-05-05,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,San Francisco,California,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,175.96,4,80.3404,0.0,Online
8565,US-2020-108315,2020-04-30,2020-05-04,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,256.704,6,-8.2764,0.0,COD
1662,CA-2020-144526,2020-04-30,2020-05-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,719.58,5,-158.102,0.0,Online
1663,CA-2020-144526,2020-04-30,2020-05-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.896,3,-9.264,0.0,COD
1916,CA-2020-124597,2020-04-30,2020-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,108.528,3,4.8525,0.0,Online
1915,CA-2020-124597,2020-04-30,2020-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,119.608,2,1.6704,0.0,Online
7183,CA-2020-150609,2020-04-30,2020-05-04,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,116.24,5,7.553,1.0,Online
4551,US-2020-107636,2020-04-30,2020-05-02,First Class,NM-18520,Neoma Murray,Consumer,United States,Manchester,Connecticut,East,OFF-LA-10003388,Office Supplies,Labels,Avery 5,94.76,2,2.8224,0.0,Online
5526,CA-2020-154501,2020-04-30,2020-05-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,117.78,2,4.0098,0.0,COD
5315,CA-2020-137876,2020-04-30,2020-05-05,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",94.56,4,14.9744,0.0,Online
2780,CA-2020-108322,2020-04-30,2020-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,124.376,3,0.7425,0.0,COD
2779,CA-2020-108322,2020-04-30,2020-05-05,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,103.68,8,6.216,0.0,COD
3410,US-2020-150847,2020-04-30,2020-05-06,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,119.368,2,3.6288,0.0,Online
8564,US-2020-108315,2020-04-30,2020-05-04,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",126.842,3,-3.5508,0.0,Online
1917,CA-2020-124597,2020-04-30,2020-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,119.952,3,3.8844,0.0,COD
4758,US-2020-144582,2020-04-30,2020-05-05,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,123.372,7,-69.3952,0.0,Online
5314,CA-2020-137876,2020-04-30,2020-05-05,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",151.96,2,21.4368,0.0,Online
9336,CA-2020-110198,2020-05-01,2020-05-02,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,OFF-LA-10004409,Office Supplies,Labels,Avery 492,215.608,2,1.4976,0.0,Online
9335,CA-2020-110198,2020-05-01,2020-05-02,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,335.352,3,-15.7176,0.0,Online
8236,CA-2020-102204,2020-05-01,2020-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,952.262,4,-458.1468,0.0,COD
3896,CA-2020-110212,2020-05-01,2020-05-05,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",997.9,5,18.093,0.0,Online
8237,CA-2020-102204,2020-05-01,2020-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2821.92,5,0.0,0.0,COD
8235,CA-2020-102204,2020-05-01,2020-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,92.328,2,0.416,0.0,COD
2518,CA-2020-123134,2020-05-02,2020-05-07,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,159.93,3,12.993,0.0,COD
6913,US-2020-128398,2020-05-02,2020-05-05,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Los Angeles,California,West,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,193.56,4,59.0372,0.0,Cards
7393,CA-2020-147844,2020-05-02,2020-05-06,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",95.7,5,7.065,0.0,Online
7395,CA-2020-147844,2020-05-02,2020-05-06,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",142.4,5,15.824,0.0,Online
7394,CA-2020-147844,2020-05-02,2020-05-06,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,146.52,3,15.4752,0.0,Cards
8354,CA-2020-132199,2020-05-03,2020-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,394.47,5,-112.041,0.0,COD
3633,CA-2020-132178,2020-05-03,2020-05-08,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,790.44,8,45.8064,0.0,Cards
8356,CA-2020-132199,2020-05-03,2020-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,121.0,2,2.8,0.0,COD
8353,CA-2020-132199,2020-05-03,2020-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,112.388,4,-17.592,0.0,COD
7610,CA-2020-163209,2020-05-03,2020-05-07,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,149.96,7,6.6584,0.0,COD
7609,CA-2020-163209,2020-05-03,2020-05-07,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,143.92,4,12.4416,0.0,Online
8352,CA-2020-132199,2020-05-03,2020-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",149.448,2,7.3008,0.0,COD
3632,CA-2020-132178,2020-05-03,2020-05-08,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",150.52,2,19.4656,0.0,Cards
8355,CA-2020-132199,2020-05-03,2020-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",155.2,5,-44.94,0.0,Online
1353,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,Motorola L804,232.96,5,20.6955,0.0,COD
9994,CA-2020-119914,2020-05-04,2020-05-09,Second Class,CC-12220,Chris Cortes,Consumer,United States,Westminster,California,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",260.16,2,72.948,0.0,COD
1355,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,329.904,1,11.2839,0.0,Online
2468,CA-2020-128755,2020-05-04,2020-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,621.44,4,165.7176,0.0,Online
7178,CA-2020-133067,2020-05-04,2020-05-10,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",92.202,2,-1.5414,0.0,Cards
2958,CA-2020-168900,2020-05-04,2020-05-09,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,87.313,1,-1.9275,0.0,COD
7179,CA-2020-133067,2020-05-04,2020-05-10,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",93.396,3,-7.5168,0.0,COD
1354,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,103.61,3,8.4528,0.0,Cards
2469,CA-2020-128755,2020-05-04,2020-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,130.4,5,15.552,0.0,Cards
2467,CA-2020-128755,2020-05-04,2020-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",97.11,1,4.0995,0.0,Online
2470,CA-2020-128755,2020-05-04,2020-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",123.91,1,4.5657,0.0,Cards
5288,CA-2020-105991,2020-05-05,2020-05-06,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,136.991,3,-152.9847,0.0,Cards
6305,CA-2020-107552,2020-05-05,2020-05-05,Same Day,AI-10855,Arianne Irving,Consumer,United States,New York City,New York,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,117.68,1,3.2064,0.0,COD
5192,US-2020-141943,2020-05-05,2020-05-09,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",111.16,2,11.58,0.0,COD
5287,CA-2020-105991,2020-05-05,2020-05-06,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",120.552,8,-7.3232,0.0,Cards
6264,CA-2020-160724,2020-05-05,2020-05-10,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,150.5,3,15.525,0.0,COD
5286,CA-2020-105991,2020-05-05,2020-05-06,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",147.24,9,7.434,0.0,Online
2781,CA-2020-167668,2020-05-06,2020-05-08,First Class,TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,108.2,4,29.6,0.0,Online
8442,CA-2020-145779,2020-05-06,2020-05-10,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Tucson,Arizona,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,122.416,4,27.4352,0.0,COD
6637,CA-2020-144498,2020-05-06,2020-05-06,Same Day,MB-18085,Mick Brown,Consumer,United States,Charlotte,North Carolina,South,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",155.12,5,39.689,0.0,Online
7676,CA-2020-133487,2020-05-06,2020-05-09,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,Rancho Cucamonga,California,West,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,188.94,3,41.2938,0.0,COD
9923,US-2020-162124,2020-05-06,2020-05-10,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,231.968,4,28.7952,0.0,Cards
1972,CA-2020-140242,2020-05-06,2020-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,454.744,7,76.6395,0.0,Cards
4670,US-2020-133200,2020-05-06,2020-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",650.4648,7,-119.1918,0.0,Cards
6636,CA-2020-144498,2020-05-06,2020-05-06,Same Day,MB-18085,Mick Brown,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,672.168,4,70.5564,0.0,COD
4671,US-2020-133200,2020-05-06,2020-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,803.68,5,-57.951,0.0,Cards
1971,CA-2020-140242,2020-05-06,2020-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,94.408,3,0.6408,0.0,COD
4669,US-2020-133200,2020-05-06,2020-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,110.06,10,-18.802,0.0,Online
4127,CA-2020-156769,2020-05-06,2020-05-09,First Class,GZ-14470,Gary Zandusky,Consumer,United States,Arlington,Virginia,South,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,153.66,6,18.0378,0.0,Cards
6635,CA-2020-144498,2020-05-06,2020-05-06,Same Day,MB-18085,Mick Brown,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,144.541,11,-52.5481,0.0,Cards
9374,CA-2020-102820,2020-05-07,2020-05-11,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Pasadena,California,West,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,462.944,7,52.493,0.0,COD
3830,CA-2020-141733,2020-05-07,2020-05-11,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,517.8,2,119.2,0.0,Cards
3828,CA-2020-141733,2020-05-07,2020-05-11,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1495.65,5,423.0085,0.0,COD
3829,CA-2020-141733,2020-05-07,2020-05-11,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002019,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,131.64,1,7.4592,0.0,Online
3831,CA-2020-141733,2020-05-07,2020-05-11,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,165.444,2,18.4604,0.0,COD
5001,CA-2020-159688,2020-05-07,2020-05-12,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,171.99,1,28.7964,0.0,Online
9520,US-2020-104451,2020-05-08,2020-05-12,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,114.08,4,22.7024,0.0,Online
4471,CA-2020-156895,2020-05-08,2020-05-12,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",141.058,3,-23.7822,0.0,Online
3274,CA-2020-133865,2020-05-08,2020-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3409.952,6,1049.985,0.0,Online
1596,CA-2020-149181,2020-05-08,2020-05-12,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,157.992,2,-2.0568,0.0,Online
9601,CA-2020-107797,2020-05-08,2020-05-11,Second Class,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,163.472,8,14.5152,0.0,Online
8420,CA-2020-118199,2020-05-09,2020-05-11,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,116.96,4,2.6784,0.0,Online
8418,CA-2020-118199,2020-05-09,2020-05-11,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,139.28,3,26.07,0.0,Online
8417,CA-2020-118199,2020-05-09,2020-05-11,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",188.92,5,46.225,0.0,Online
8421,CA-2020-118199,2020-05-09,2020-05-11,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,217.98,2,87.9912,0.0,Cards
8282,CA-2020-134810,2020-05-09,2020-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,240.0,3,25.875,0.0,COD
8419,CA-2020-118199,2020-05-09,2020-05-11,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",300.85,1,63.107,0.0,Cards
8281,CA-2020-134810,2020-05-09,2020-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",134.232,3,22.0158,0.0,Cards
4701,CA-2020-140298,2020-05-11,2020-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,100.416,2,-14.8832,0.0,Online
5012,US-2020-139647,2020-05-11,2020-05-13,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,233.979,7,-356.9643,0.0,COD
4700,CA-2020-140298,2020-05-11,2020-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,89.248,2,0.5904,0.0,COD
4702,CA-2020-140298,2020-05-11,2020-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,90.848,2,2.14,0.0,Online
4124,CA-2020-133823,2020-05-11,2020-05-12,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",87.032,2,9.4366,0.0,Online
4703,CA-2020-140298,2020-05-11,2020-05-17,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,118.996,1,-6.9965,0.0,Online
4122,CA-2020-133823,2020-05-11,2020-05-12,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",113.44,6,16.848,0.0,Cards
4123,CA-2020-133823,2020-05-11,2020-05-12,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,129.59,3,17.6673,0.0,Cards
7316,CA-2020-115322,2020-05-11,2020-05-16,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,149.92,3,12.7368,0.0,Online
3762,CA-2020-104577,2020-05-12,2020-05-17,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Everett,Massachusetts,East,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",133.6,5,42.048,0.0,Online
6670,CA-2020-122175,2020-05-12,2020-05-14,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",137.4,5,34.96,0.0,COD
1857,US-2020-158218,2020-05-12,2020-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,173.92,5,-15.99,0.0,COD
5821,CA-2020-117632,2020-05-12,2020-05-18,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,266.62,2,4.7724,0.0,Online
5823,CA-2020-117632,2020-05-12,2020-05-18,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",306.48,5,-10.7055,0.0,Cards
